还款类型,资方服务费,,,,,,,,,,,,,,,,,,,,,,,,,,,,
还款方式,结算方式,实还时间,求和项:实还金额,,,,,,,,,,,,,,,,,,,,,,,,,,
线上,,,3864169.68,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-27,10970.68,,,,,,,,,,,,,,,,,,,,,,,,,,
线下,,,708778.820000002,,,,,,,,,,,,,,,,,,,,,,,,,,
,代偿,,586883.850000002,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-05-28,80034.1899999998,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-13,222637.800000001,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-18,93059.1000000004,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-23,91361.6500000005,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-28,99791.1100000003,,,,,,,,,,,,,,,,,,,,,,,,,,
,回购,,98066.6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-05-28,4398,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-11,3601.67,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-13,34022.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-15,6444.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-16,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-18,11378.41,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-23,14823.76,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-28,23380.74,,,,,,,,,,,,,,,,,,,,,,,,,,
,提前结清,,291.64,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-02,24.61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-07,89.78,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-19,24.06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-20,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-29,16.89,,,,,,,,,,,,,,,,,,,,,,,,,,
,退费,,1393.83,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-05-27,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-05-28,26.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-05-31,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-01,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-04,13.87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-08,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-09,200.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-10,122.3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-11,35.79,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-12,25.95,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-13,54.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-14,67.45,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-15,65.41,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-16,129.61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-17,77.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-18,99.92,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-19,32.04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-20,50.39,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-21,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-22,182.57,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-23,30.55,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24,102.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-25,26.99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-26,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-27,22.76,,,,,,,,,,,,,,,,,,,,,,,,,,
,正常还款,,22142.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-05-27,859.2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-01,166.39,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-08,333.19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-09,603.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-10,4189.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-11,4004.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-12,1415.19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-14,54.01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-15,1669.15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-16,1413.59,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-17,569.18,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-18,261.64,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-19,548.47,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-20,1135.11,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-21,595.79,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-22,690.18,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24,259.98,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-25,1807.17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-26,1483.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-27,83.79,,,,,,,,,,,,,,,,,,,,,,,,,,
总计,,,4572948.5,,,,,,,,,,,,,,,,,,,,,,,,,,
